Gene	13_LV	13_RV	2004_LV	2004_RV	2006_LV	2006_RV	2027_LV	2027_RV	2029_LV	2029_RV	2031_LV	2031_RV	2033_LV	2033_RV	2034_LV	2034_RV	2040_LV	2040_RV	2043_LV	2043_RV	2045_LV	2045_RV	2047_LV	2047_RV	2048_LV	2048_RV	2052_LV	2052_RV	3213_LV	3213_RV	3217_LV	3217_RV	5726_LV	5726_RV	5755_LV	5755_RV	5759_LV	5759_RV	5768_LV	5768_RV	5801_LV	5801_RV	5803_LV	5803_RV	5806_LV	5806_RV	5807_LV	5807_RV	5809_LV	5809_RV	5810_LV	5810_RV	5813_LV	5813_RV	5814_LV	5814_RV	5819_LV	5819_RV	5822_LV	5822_RV	5823_LV	5823_RV	5825_LV	5825_RV
1110032A03Rik	19.266144	12.603724	14.748116	14.383623	15.727853	9.159951	27.125901	10.344009	14.098511	26.459967	18.506811	13.366191	7.710478	18.477128	21.283727	19.291147	17.464974	13.229325	10.580336	14.462161	18.218057	16.182805	12.760797	25.802752	14.741142	23.259193	13.833009	11.067634	12.389614	9.593565	8.889659	24.358034	13.895382	17.062835	22.460388	25.974891	14.601117	14.839575	19.016788	18.919849	10.745659	21.769692	16.013047	17.266268	20.467518	23.845334	15.163623	21.699912	13.333532	14.510055	18.451472	27.914633	20.548227	10.544126	15.444792	28.688889	13.196432	16.605365	16.900637	17.028938	25.555886	8.645175	20.768992	19.494308
1110032F04Rik	0.426369	0.171755	0.382674	0.057967	0	0	0	0.224296	0.347115	0.370018	0.268003	0.327195	0	0.203396	0.435392	0.186176	0.366691	0.792196	0	0.166162	0.224375	0.123947	0.071261	0.066079	0.079398	0.211042	0.230086	0.215024	0	0.21486	0.408154	1.821339	0	0.104622	0.110029	0.174668	0.06408	0	0.199168	1.229254	0	0	0.071804	0.150059	0.139451	1.358904	0.147236	0.443726	0.135139	0.166904	0	0	0.126977	0.401052	0	0.069225	0.057884	0.37876	0.64556	0	0.131757	0.231118	0.190781	0.496919
1110034G24Rik	13.138961	22.382451	16.808347	15.515083	4.545967	2.855403	18.753471	19.692404	8.04254	9.826607	12.001841	16.750993	13.151592	9.578424	17.207881	18.404893	21.598713	39.808679	16.92306	15.913057	7.746226	14.393122	13.033785	15.562623	19.076325	13.714172	7.97678	6.971701	4.212672	5.072009	4.322688	3.60379	11.022126	15.667191	11.286925	5.062204	12.230007	12.792858	6.147984	6.582132	15.333217	15.576245	12.068964	11.305037	10.361482	9.210794	14.643852	6.961563	27.614612	17.090906	20.564805	9.74026	11.112959	16.64285	6.542385	6.0249	14.374311	15.076055	14.551171	16.445027	8.791605	10.483445	17.373439	19.118296
1110035H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.644665	0.77445	0	0	0	0	0	0	0	0	0	0	0	0
1110037F02Rik	6.326735	9.005068	9.291579	8.8219	13.524171	12.51178	7.258373	8.487552	8.348128	9.229089	7.2055	9.446674	11.300654	10.505514	6.03413	8.213672	8.574898	10.882248	8.614001	9.37281	10.645802	8.234629	9.957664	8.374461	10.890947	8.664871	8.275721	11.256926	12.515908	11.057554	10.183887	12.292495	7.686172	9.550772	8.788481	8.593111	8.092462	12.407312	10.554989	9.960802	8.340265	7.585095	8.082963	10.141518	8.867331	10.88663	10.630141	8.771351	11.59464	10.885694	15.977085	10.726647	7.236754	8.6324	6.500426	10.021386	8.512286	10.065127	7.593306	9.202299	7.450011	7.139697	7.028518	9.053643
1110038B12Rik	0.81168	3.955849	0	0.199423	6.799043	10.797375	1.754967	2.256439	3.659939	5.160755	1.750957	2.948633	3.957307	3.919648	2.560046	2.089401	2.432389	3.127358	2.227881	4.024369	0	3.430367	3.311915	1.736414	0.532784	4.102543	3.191281	2.156679	8.785151	5.172368	3.04791	4.941511	1.724082	0	4.600425	2.665217	2.710639	6.400889	4.42516	3.487918	2.997201	1.834849	3.772851	0.489438	0.603314	2.500864	1.204481	1.961947	1.403025	3.779437	0	2.664522	1.178803	1.27512	0	2.96565	1.376292	0	5.075011	1.999009	0.945626	0	1.514047	3.092276
1110038F14Rik	2.092076	0	0.873162	1.638422	0	2.287419	0.660473	1.803936	3.377287	0	2.224851	3.267706	2.693529	0	0	1.277971	2.64855	0	1.877894	1.338623	0	3.455842	1.334116	2.957632	3.18444	0	1.099563	2.927996	6.03032	0	0	0	2.063685	0	2.001204	0	0	0	0	0	1.23288	2.304859	1.181509	1.554987	0	0	2.31798	1.325016	1.424621	1.113666	2.637431	4.121362	0	3.652677	0	4.708603	3.230999	1.735443	2.740229	3.610012	0	0.416471	2.880952	3.143847
1110046J04Rik	1.180373	1.604359	1.153914	0.753264	1.693859	1.346557	1.374069	1.205165	0.884167	0.928659	1.840698	1.325044	2.503842	2.811155	1.803299	1.104546	0.657564	1.855067	2.200597	0.974922	1.882517	2.074198	0.795632	1.368766	2.500322	2.706544	1.153296	1.782877	2.162966	2.67555	2.764658	2.527995	0.384143	2.156577	2.0138	1.468411	2.099534	1.788071	1.222634	2.078734	1.564487	0.493312	1.266868	1.164424	1.153678	3.1678	2.601554	1.611438	0.945718	0.720351	3.249752	2.355375	1.976016	1.386889	1.143073	0.852557	1.005456	1.292788	2.235929	1.644135	1.188629	0.983455	1.830725	1.669776
1110051M20Rik	5.289017	4.49715	7.102778	3.380123	3.228165	7.33448	4.760796	7.441402	6.437164	5.004862	6.54647	8.412741	5.443785	5.773143	5.565718	7.925492	5.498165	10.068951	6.664358	6.008655	3.998433	5.124178	4.608833	4.754326	5.50227	6.946971	4.68227	5.757768	5.932397	7.820132	5.772883	8.71828	4.728896	6.217606	8.595788	7.813338	3.335355	4.343434	6.956554	9.19516	5.190183	9.181443	8.042136	5.30434	6.591624	11.625103	9.509344	5.967186	6.736537	5.515205	8.789127	7.497052	3.548532	4.37149	3.975796	6.11827	6.174981	3.788468	5.631071	7.038175	3.487432	6.935839	3.377507	5.347643
1110057K04Rik	8.885854	7.948828	11.288695	5.547445	10.630824	10.148793	11.945369	6.538291	7.142616	10.652107	8.995435	10.064703	8.828238	9.070035	11.718182	13.274742	9.022262	7.129596	10.088781	9.606762	7.711714	8.960215	8.075218	9.467412	8.464811	8.974895	6.880641	6.89473	10.953553	5.61054	7.560499	10.773256	8.6766	9.510033	10.274993	11.688467	5.591948	10.519963	12.230826	11.167569	6.671121	7.548161	8.963046	8.441223	10.993895	13.05771	11.797858	11.958279	9.113849	10.706048	16.369124	12.852593	6.585051	5.800315	6.933497	13.880283	7.964698	8.16318	7.720303	10.977668	8.01932	7.823481	9.367776	13.292724
1110057P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892346
1110058L19Rik	7.092815	7.116491	7.502923	7.849294	1.565179	2.924688	6.637263	5.99352	8.115437	8.770669	4.877976	8.850736	8.704878	8.262096	10.390971	17.538252	5.420283	8.142604	6.283226	10.137831	7.074098	11.60151	3.621257	13.303494	2.458724	6.970263	2.501256	2.614744	2.987576	4.367645	3.030291	5.270124	10.647807	14.911468	5.798111	10.3488	3.634882	7.227348	9.391449	10.015857	14.69951	7.486543	6.21656	9.555454	10.982742	8.049063	6.920985	7.318326	4.301277	8.31417	11.304564	8.74813	6.051202	4.026066	5.077864	10.335804	8.339353	5.583842	9.010071	11.615403	6.954469	8.494286	7.121575	14.088006
1110059E24Rik	8.711155	5.57846	9.70873	6.939576	10.438009	10.61747	6.665654	6.502213	6.264751	13.978041	8.040568	9.566166	6.188449	8.542632	6.333433	13.241876	7.958708	9.60415	8.360302	7.713113	9.897639	8.269238	10.313179	10.857749	8.763752	9.037086	5.376542	9.309185	12.601754	8.161134	9.125908	11.313177	6.41223	12.408186	6.320319	7.984424	7.844122	12.292824	5.716798	9.095941	6.187273	5.985529	6.063376	7.610481	8.046041	9.95039	10.455921	8.290916	6.718549	10.278453	14.537106	8.86525	8.918238	5.671709	5.740366	10.333014	6.99575	5.934012	8.802886	11.45113	10.266168	7.255149	5.59627	7.151467
1110059G10Rik	10.719724	8.675895	7.569874	9.497784	9.973331	5.330214	9.102481	8.701195	10.853889	16.892775	16.678377	7.841638	9.221224	8.32313	11.116705	10.954278	18.040418	5.299465	11.979073	9.608706	7.331134	7.911836	13.648446	8.482288	7.075162	14.931365	6.843628	13.112257	13.969537	4.480519	8.414281	10.660357	16.008329	7.655265	12.964667	10.880987	10.764843	14.255945	7.644167	18.11777	10.382436	16.671947	7.514543	9.490397	15.912989	16.985841	13.93285	13.529821	12.440914	8.484287	5.606572	12.723819	13.830969	6.606493	11.403928	10.095605	10.620778	13.408755	9.762227	9.233673	10.754752	6.879526	14.024522	11.745987
1110065P20Rik	0.580123	6.430237	2.168421	1.313692	1.846197	1.340695	2.401209	1.516659	2.02853	0.425359	3.272511	4.636341	4.35754	1.161717	4.035049	2.182696	5.236276	8.006489	1.478931	7.154658	0.727339	3.717771	4.344821	2.157273	4.870058	1.246973	4.144929	6.31634	3.27593	3.5528	3.237832	3.135173	2.228495	3.403621	2.127893	2.866269	1.721707	3.655016	6.207412	3.260618	3.109365	3.223203	4.067136	2.36466	2.623428	5.62686	3.328475	5.261898	3.21963	1.92788	5.019305	6.359387	0.639232	1.972844	2.815997	4.071863	5.819664	3.473051	3.913563	0.810019	1.251547	0.25256	3.681854	3.990884
1190002F15Rik	0.034937	0.058672	0.088517	0	3.299875	1.255979	1.374574	0.065242	0.159828	0.096837	1.401744	0.056731	0.16141	0.129881	0.062113	0.048733	0.055282	0.277943	0.16975	0	1.225324	0.239887	0.05908	0.018173	0.203164	0.826591	0.214596	0.314859	0.350787	1.241955	0.406733	0.323453	0.033145	0	0.049594	0.116106	0.064306	0.072651	0.320591	0.244269	0.751385	0.229904	0.247505	0.465757	0.178769	0.078287	0.306709	0.129288	0.103614	0	0.094801	0.086705	0.031413	0.089349	0	0.258709	0.032682	0.245403	0.063934	0	0.111742	0.252046	0.050382	0.137182
1190002N15Rik	22.406057	17.231599	22.359085	12.459964	9.032999	11.786925	24.89024	17.916986	23.233628	27.072708	22.837925	18.964529	21.867488	28.228824	19.923381	26.9871	23.179644	19.585062	23.073379	21.746458	22.42794	25.774034	18.930159	18.448882	16.593415	21.387713	11.019125	11.938857	19.252946	14.009555	14.959106	18.605563	17.460898	22.201507	31.260874	27.562247	22.087011	25.63172	27.759067	33.463738	22.531577	19.789708	19.684213	17.591207	24.123369	33.048729	27.241912	27.223865	16.369788	19.1235	43.554645	31.268601	23.547553	19.42929	19.795152	33.279808	21.456375	18.671413	20.735069	20.183642	23.437048	17.885604	21.133858	25.081347
1190003K10Rik	0	0	0	0	0	0	0.080492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	0	0.419419	0.651899	0.330309	0	1.075045	0.2815	0.12672	0	0.150785	0.370582	0	0.484714	0	0.484682	0.144415	0	0.187342	0	0	0	0.357844	0.491341	1.822571	0	0	0.525347	0	0.407286	0.131782	0	0	0.371189	0.292374	0.458701	0.359068	0.2589	0.558862	0	0	0	0	0.596573	0.16576	0.135895	0.704559	0	0.369946	0	0	1.11226	0.294884	0.133306	0.184977	0.32224	0.846168	0.214551	0.348277	0	0	0.293083	0	0.48218	0.155078
1190007I07Rik	6.580961	9.680016	10.711122	9.668002	2.133121	2.429985	15.638906	6.576537	4.90966	6.445553	11.184625	10.039104	12.367879	10.474492	12.891361	7.44474	14.64903	11.844592	13.300463	9.548795	4.322547	12.900572	8.285543	8.655494	8.385679	8.193199	1.452175	3.327532	13.674624	13.279285	3.854252	3.282265	10.061714	13.462685	12.523241	9.747604	6.025337	17.231068	10.582342	13.97359	15.525665	13.104762	12.975726	2.7464	13.742168	9.399626	8.93672	5.62473	10.554911	10.460462	18.885045	9.334507	13.673482	2.115406	10.664433	13.618677	12.242903	8.477859	11.399766	16.946421	12.601695	13.513831	9.715843	13.510619
Septin12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200007C13Rik	0	0	0	0.033379	0.19751	0.324557	0.041303	0.097494	0	0	0.12387	0	0.078831	0.045234	0.038009	0	0	0	0	0	0.412587	0.141197	0.042928	0	0.286305	0.270481	0.149997	0	0.630025	0.31836	0.037492	0	0	0.160771	0.034081	0.035415	0	0	0.042645	0.162073	0.125314	0.088739	0.044748	0	0	0.236827	0.101327	0.269881	0.043122	0	0.34134	0.384352	0	0	0.034447	0	0.034098	0.071205	0.356923	0.236481	0	0	0.234422	0.090743
1200014J11Rik	3.952927	5.141084	5.530209	4.20785	5.453644	4.828663	4.919478	4.60182	4.5141	5.03934	4.712756	4.083577	6.904574	6.181815	3.866372	4.039014	3.747725	6.498255	6.668273	5.188765	5.593207	4.545482	5.274132	4.347414	6.673076	4.379209	4.49633	5.432071	7.817979	6.620345	5.614046	5.225468	5.593678	5.185849	5.206101	3.641491	5.022609	6.116871	6.351548	5.371889	4.500365	4.034227	5.284427	6.120835	4.800392	4.278291	6.654716	4.151264	6.791144	6.544152	8.205842	5.95493	3.818054	5.876268	3.483524	5.491898	4.826449	4.991759	4.698687	4.32293	4.85421	5.38819	3.494889	4.196027
1300002E11Rik	5.111999	5.870099	5.726327	6.293126	3.784959	3.350277	5.912333	7.32558	9.059604	4.639595	3.663239	5.757786	6.229013	7.724944	6.280908	5.086922	7.113836	7.64881	7.0301	6.245304	8.000184	5.223788	8.149799	6.356799	8.795781	5.03215	4.965031	6.038805	5.293217	6.373646	5.712482	4.906444	6.321755	5.093945	3.724085	3.989613	6.280211	9.612811	7.705484	5.596981	4.772802	4.820027	7.064663	11.439067	4.948295	5.039478	6.678367	4.823107	8.159041	7.752884	6.206051	5.821244	5.638811	7.214496	4.333809	5.740146	6.332875	6.053997	5.283305	4.620419	5.263201	7.385955	4.894928	7.290322
1300017J02Rik	0	0.242956	0	0.963297	0.108877	0.437169	0	0.385491	0	0.203643	0.511746	0	0	0	0.825253	0	0.108779	0	0	0	0	0.694599	0	0.045723	0.390887	0.241234	0.529201	0	0	0.166954	0.175024	0.874254	0.122226	0	0.635836	1.502251	0.185704	0	0.20172	0.545207	0.5819	1.210732	0.141845	2.221187	0.046809	0	0	0.086183	2.897267	0.290947	3.484639	1.445732	0.1834	0.056776	0	0.797877	0	0	0	0.534869	0	0.219256	0.179466	0
Septin14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenof	73.478068	71.905717	77.68754	34.074856	145.964824	141.491069	78.762052	60.505555	88.077559	128.049964	90.165281	72.820406	85.218074	111.073484	64.482346	94.976571	80.235963	74.688683	82.318681	95.433267	85.504047	83.008162	76.514013	84.581457	74.431269	113.938363	62.893823	87.413057	139.253404	89.811796	104.624752	162.441872	76.384687	79.011927	83.456303	101.953673	80.669047	91.610348	113.935311	128.698795	71.583845	77.728802	77.804473	77.048588	94.93444	144.339545	102.221149	102.085485	73.314645	94.537828	124.786386	111.869118	81.177613	64.897739	72.965085	117.386077	60.517429	63.628375	77.73539	90.608196	86.950967	72.708819	74.048564	81.591365
1500002C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500004A13Rik	0.997042	0.875724	0.723787	1.212491	1.052305	1.11087	0.715084	0.946216	1.209382	1.448549	0.660479	0.745572	1.868534	1.253829	0.92259	1.114676	0.916942	1.068809	1.702217	1.671337	1.868058	1.413838	1.862758	0.873323	2.139208	1.446346	2.65464	1.755751	1.7305	1.32925	2.252315	1.485653	0.866063	0.533534	1.219856	1.081246	1.194794	1.705274	2.624261	2.235158	0.899264	1.285861	0.700876	0.703941	1.099134	2.395886	1.325325	1.720532	1.112923	1.612849	2.413806	2.547018	0.725072	1.16264	0.797817	1.101456	0.615988	1.436732	0.911329	1.128557	0.880151	1.203418	0.563817	0.825742
1500009C09Rik	0	0	0	0	0	0	0	0	0	0	0	0.062009	0	0	0	0	0	0	0	0	0	0	0	0	0.155332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	0.711436	0.561983	0.466889	0.180011	0.893112	1.957797	1.344633	0.878378	2.658325	1.515941	0.636385	0.311527	2.785729	1.582906	1.075011	1.084535	1.163503	1.498615	0.789624	0.761025	2.145988	2.51574	1.608549	1.194006	1.142525	1.246861	1.548623	1.741001	2.163079	1.407156	1.604089	2.497317	0.969583	1.670803	4.17741	2.190777	1.457865	2.262391	1.500459	2.947002	1.593586	2.223845	1.524285	1.072886	0.894243	2.608036	1.1617	2.341664	0.907064	1.921111	6.595172	3.081567	0.739537	0.14267	0.855099	3.060926	2.338155	0.677878	0.79813	1.113549	0.844068	1.065451	2.42972	1.666762
1500011B03Rik	0.677741	2.736062	0.81967	0.122981	1.577688	1.864347	0.598834	2.563892	1.384397	1.525015	0.248287	2.095966	1.443538	0.888424	0.560531	1.107556	1.86796	0.737875	2.585056	0.636624	1.87525	1.412767	0.810513	0.136255	1.392932	0.303742	1.825293	0.963093	1.650802	1.291187	1.833638	2.884704	0.371449	0.139582	1.11877	0.954801	0.314485	0.911583	0.453867	1.15117	0.51065	0.209988	2.232433	0.852554	1.432731	1.53174	2.236663	0.630118	1.012513	1.02583	1.266687	0.357815	0.41713	2.128879	0.220119	1.219997	1.353857	0.621648	1.644583	0.849394	0.93227	0.632379	0.475464	0.985669
1500011K16Rik	9.019956	7.685276	13.230336	3.44282	7.631039	8.570828	18.283164	5.454436	10.942677	19.103321	15.439752	9.118088	12.814155	17.136972	15.508327	17.943874	10.483324	7.47459	13.907792	17.288505	9.237905	12.964652	6.680992	6.721329	6.68258	9.826303	3.984951	4.048217	11.287094	2.657963	5.23566	7.182016	8.175747	10.380439	21.384921	21.731407	7.343211	12.412425	14.246327	16.940961	12.647112	14.057641	11.709901	5.039846	11.914279	19.329425	14.929188	21.45695	5.655508	9.99543	17.459338	19.096137	17.40945	9.881348	13.074124	20.39662	11.048539	8.004577	7.228611	15.343202	12.739323	11.032375	8.736136	14.873179
1500012F01Rik	0.257617	2.781219	1.057217	2.1645	2.293475	0.963701	1.358077	0	0	1.778259	0	1.735285	0.347431	0.77732	0	0	0.89695	0.371345	0.420074	0	0	0	3.378447	0.860381	1.17478	0	0.791382	2.47555	0	0	0	0	0	0	0	0.30037	0.745176	0	2.975804	0	1.865334	0	0	0	0	0	1.055022	0	1.646804	0.686979	0	0	1.644589	0	0.296988	0	0.63332	0	3.044945	0	0	1.112591	0	0
1500012K07Rik	0	0	0	0	0.064057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500015A07Rik	0.757525	2.803749	0.952396	1.758991	1.286178	0.895859	0.554839	1.22139	1.13999	0.907994	1.855613	0.976983	0.947312	1.938309	0.265185	1.280909	1.321998	2.521825	2.035504	1.19745	1.428786	1.931225	1.224912	0.659898	1.192664	1.032512	0.723847	1.040294	2.047033	2.026581	2.437935	1.003632	1.621377	0.444274	0.685832	1.468191	0.545366	1.004424	1.542852	0.880237	1.00419	0.690243	1.678644	0.952584	0.9491	1.222932	1.517296	1.186475	1.900973	1.535265	3.509547	1.694421	0.623455	1.075318	1.078505	2.402746	1.27228	0.787301	1.642267	1.232772	1.609078	1.560593	0.979095	1.144346
1500015L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	0.286667	0	0	0	0.180897	0.674848	0.139949	0	0	0.863437	0.265495	0	0.978237	1.31162	0	0	0	0	0	0	0.473259	0.252733	0.293908	0	0	0.164426	1.452211	0.893213	0	0.626389	3.235072	10.744401	0	0	1.936263	0.733241	0.266006	0.871324	2.89102	1.490851	0	0.143174	0	0.171624	1.997585	4.365122	0	0.239925	0.956702	0	0.859116	0.443263	0	0.191029	0.452905	1.292379	0	0	0	0	0	0	0	0
1500017E21Rik	9.833227	0	0	1.389551	0	7.655167	0	0	1.134009	0	3.554172	0.75117	0.887968	0	0	2.083035	0	0	0	0.568247	0	0	2.617577	0.643989	0	3.736611	0	0.271752	0	0	0	0	0	3.3309	4.367884	7.580024	0	2.65098	2.271207	0	4.471759	0	0	0	0	8.168569	0	4.9644	0	0.426912	0	0	4.520049	0	1.042166	0	6.730716	1.871305	0	0.236509	0.674621	0	0.932841	2.626617
1500026H17Rik	0.111169	0	0	0.223497	0.086239	0.037221	0	0.037065	0	0.034488	0.173168	0.160203	0	0.123896	0.162441	0.184057	0.11797	0	0	0	0.12904	0.035841	0.088703	0.122431	0	0.040627	0	0	0	0.045851	0	0	0.225569	0.109139	0.066463	0	0.034379	0.10431	0.179334	0.146563	0	0	0	0.135092	0.255176	0	0.04219	0.146789	0	0.048817	0.161154	0	0.266522	0	0.086282	0.039925	0.073006	0	0.13457	0.036363	0	0	0	0
1500035N22Rik	0.15575	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137214	0	0	0	0	0.527613	0	0	0	0	0	0.17211	0	0	0	0	0	0	0.280035	0	0.138536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337849	0	0	0	0	0.409589	0	0	0.135186	0	0	0	0	0	0.139892	0.163929
1520401A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118839	0	0	0	0.027202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600002H07Rik	0.617113	0.369941	0.739929	1.289703	2.636892	2.814566	0.867512	0.487787	0.673534	2.566656	1.340904	0.680021	1.567788	0.724513	0.53088	0.321646	0.8253	1.293836	1.571956	1.208931	1.379781	0.799979	2.425794	0.528614	3.616496	0.787897	1.339142	2.197895	2.18845	3.206656	1.94446	1.650949	0.826317	0.833393	1.472601	0.503548	0.79662	0.777834	1.339922	1.402928	1.281258	0.567033	1.09762	1.718139	0.906672	0.970027	1.724163	0.813737	2.117798	0.934898	0.8792	0.891551	1.087255	1.692864	1.328714	1.113959	1.327887	1.190241	1.019935	0.797031	1.900449	0.672191	0.447582	0.906689
1600002K03Rik	0.203779	0.568924	2.229484	0.492804	0.238221	0.503641	1.166726	0.532822	0.40801	0.605459	0.183682	1.009756	2.908686	0.472186	0.495115	0.403745	0.22478	0	0.47232	0.689935	0.417645	0.171748	0.605354	0.595299	0.680376	0	1.055626	1.657067	0.916624	0.981228	0.627116	1.224312	0.179878	0	0.961624	0.321298	0.573081	0	1.552335	0.971031	0.193758	0.198575	0.846129	0.451121	0.38313	0.221641	0	0	0.413904	0.286429	0.797255	0.596117	0.184982	0	0	0.37897	0.159214	0.173404	0.232381	0.386733	0	0.2321	0	0
1600010M07Rik	0	0	0.239039	0	0	1.756647	0	0	0	0	0.221777	0	0.780555	0	0.212912	0.244689	0	0	0	0.581373	0	0	0.267008	0	2.41063	0.845989	0.352159	1.333681	2.799271	0.544331	0	1.207369	0	0	0.214709	0	0	0	0	0	0	0.450249	0.278678	0	0.23624	0	1.681159	0.394158	0.545388	0	0	0	0	0	0.193389	0	1.284914	0	1.131951	0	0	0	0	0
1600012H06Rik	8.218466	9.577142	7.742425	6.154091	11.072798	14.41885	8.599012	7.48566	8.088955	9.919417	8.18878	8.243401	10.699292	8.966678	6.898512	7.575391	8.963345	9.183034	8.876549	8.753867	8.275196	9.075995	9.78417	7.919348	11.498007	9.053324	7.910501	13.169647	13.490977	10.726978	12.61902	18.09452	6.745726	7.934511	6.780371	10.066434	8.03064	11.912459	11.690128	9.326375	7.258714	8.897611	9.216836	6.169658	7.373274	10.489097	8.88296	7.519118	10.079996	8.435484	10.69745	9.369206	6.135666	9.068266	5.331349	10.357566	7.961497	8.012908	7.407828	6.847559	7.61172	6.993021	8.612043	8.597643
1600012P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600014C10Rik	7.688342	7.529027	11.485273	7.734808	9.992289	8.969223	10.763227	8.455905	8.408744	15.620681	10.323129	10.303517	9.937833	11.085397	11.512117	14.448246	8.506916	6.582162	12.900129	14.844215	7.980803	11.34262	7.233046	8.805442	5.765432	7.30402	5.041352	7.649778	11.484858	11.151172	7.769517	11.568465	10.396308	15.126646	11.740103	10.456253	4.428458	11.167172	12.137656	15.90413	10.342103	11.499504	11.741442	11.105766	11.181596	17.678763	13.952261	13.824548	6.293805	6.465577	20.663024	13.508677	8.535664	8.139156	9.152675	14.477768	11.196801	6.314518	10.597221	13.852	9.359544	7.866537	8.109654	16.758205
